MsgID.GLOBAL_POSITION,1525206410.3277819,-122.3974620,37.7924738,4.9850000
MsgID.LOCAL_VELOCITY,1525206410.3277819,-1.1600000,-1.8500000,-0.3500000
MsgID.LOCAL_POSITION,1525206410.3279328,-0.7322347,-0.7744305,-4.9850688
MsgID.LOCAL_VELOCITY,1525206410.3279328,-1.1680164,-1.8512205,-0.3515183
MsgID.STATE,1525206410.5734010,True,True
MsgID.GLOBAL_HOME,1525206410.5735629,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206410.5776231,-122.3974659,37.7924714,5.0120000
MsgID.LOCAL_VELOCITY,1525206410.5776231,-1.2700000,-1.5600000,0.2000000
MsgID.LOCAL_POSITION,1525206410.5777652,-0.9991445,-1.1260425,-5.0121660
MsgID.LOCAL_VELOCITY,1525206410.5777652,-1.2753059,-1.5682451,0.2058571
MsgID.GLOBAL_POSITION,1525206410.8276742,-122.3974720,37.7924687,4.9510000
MsgID.LOCAL_VELOCITY,1525206410.8276742,-2.1800000,-2.5000000,0.1100000
MsgID.LOCAL_POSITION,1525206410.8278751,-1.3039217,-1.6640768,-4.9510407
MsgID.LOCAL_VELOCITY,1525206410.8278751,-2.1814716,-2.5054102,0.1121513
MsgID.GLOBAL_POSITION,1525206411.0786021,-122.3974780,37.7924628,4.9420000
MsgID.LOCAL_VELOCITY,1525206411.0786021,-3.0500000,-3.2800000,-0.1600000
MsgID.LOCAL_POSITION,1525206411.0787599,-1.9629776,-2.1970685,-4.9427667
MsgID.LOCAL_VELOCITY,1525206411.0787599,-3.0580642,-3.2868810,-0.1603756
MsgID.GLOBAL_POSITION,1525206411.3293161,-122.3974912,37.7924539,4.9550000
MsgID.LOCAL_VELOCITY,1525206411.3293161,-3.8700000,-3.9500000,-0.1300000
MsgID.LOCAL_POSITION,1525206411.3294680,-2.9491520,-3.3704469,-4.9556131
MsgID.LOCAL_VELOCITY,1525206411.3294680,-3.8796768,-3.9570713,-0.1333741
MsgID.STATE,1525206411.5732539,True,True
MsgID.GLOBAL_HOME,1525206411.5734370,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206411.5774961,-122.3975027,37.7924441,4.9580000
MsgID.LOCAL_VELOCITY,1525206411.5774961,-4.5800000,-4.5700000,-0.1400000
MsgID.LOCAL_POSITION,1525206411.5776289,-4.0371304,-4.3909769,-4.9588666
MsgID.LOCAL_VELOCITY,1525206411.5776289,-4.5807881,-4.5768857,-0.1426210
MsgID.GLOBAL_POSITION,1525206411.8293290,-122.3975135,37.7924323,4.9520000
MsgID.LOCAL_VELOCITY,1525206411.8293290,-5.2000000,-5.1400000,-0.1300000
MsgID.LOCAL_POSITION,1525206411.8295429,-5.3461013,-5.3548179,-4.9523582
MsgID.LOCAL_VELOCITY,1525206411.8295429,-5.2095680,-5.1493907,-0.1356463
MsgID.GLOBAL_POSITION,1525206412.0787680,-122.3975305,37.7924198,4.9590000
MsgID.LOCAL_VELOCITY,1525206412.0787680,-5.8100000,-5.7300000,-0.1300000
MsgID.LOCAL_POSITION,1525206412.0789208,-6.7336497,-6.8679824,-4.9592624
MsgID.LOCAL_VELOCITY,1525206412.0789208,-5.8101916,-5.7356353,-0.1306106
MsgID.GLOBAL_POSITION,1525206412.3297229,-122.3975485,37.7924075,4.9710000
MsgID.LOCAL_VELOCITY,1525206412.3297229,-6.1000000,-6.0500000,-0.1200000
MsgID.LOCAL_POSITION,1525206412.3299320,-8.1036777,-8.4685135,-4.9710398
MsgID.LOCAL_VELOCITY,1525206412.3299320,-6.1056838,-6.0525670,-0.1243177
MsgID.STATE,1525206412.5728760,True,True
MsgID.GLOBAL_HOME,1525206412.5730371,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206412.5792010,-122.3975662,37.7923932,4.9800000
MsgID.LOCAL_VELOCITY,1525206412.5792010,-6.2100000,-6.1600000,-0.0400000
MsgID.LOCAL_POSITION,1525206412.5793438,-9.6860313,-10.0378437,-4.9803395
MsgID.LOCAL_VELOCITY,1525206412.5793438,-6.2108822,-6.1634960,-0.0470038
MsgID.GLOBAL_POSITION,1525206412.8281391,-122.3975830,37.7923804,4.9860000
MsgID.LOCAL_VELOCITY,1525206412.8281391,-6.2300000,-6.1900000,0.0800000
MsgID.LOCAL_POSITION,1525206412.8284249,-11.1175156,-11.5349598,-4.9869967
MsgID.LOCAL_VELOCITY,1525206412.8284249,-6.2397227,-6.1970210,0.0816519
MsgID.GLOBAL_POSITION,1525206413.0783520,-122.3975985,37.7923663,4.9870000
MsgID.LOCAL_VELOCITY,1525206413.0783520,-6.2500000,-6.2200000,0.1200000
MsgID.LOCAL_POSITION,1525206413.0785029,-12.6804543,-12.9059525,-4.9877234
MsgID.LOCAL_VELOCITY,1525206413.0785029,-6.2597289,-6.2291498,0.1262420
MsgID.GLOBAL_POSITION,1525206413.3292019,-122.3976174,37.7923503,4.9840000
MsgID.LOCAL_VELOCITY,1525206413.3292019,-6.2700000,-6.2500000,0.1000000
MsgID.LOCAL_POSITION,1525206413.3293540,-14.4563065,-14.5879726,-4.9848552
MsgID.LOCAL_VELOCITY,1525206413.3293540,-6.2786727,-6.2543874,0.1079899
MsgID.STATE,1525206413.5730619,True,True
MsgID.GLOBAL_HOME,1525206413.5732269,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206413.5792792,-122.3976355,37.7923374,4.9850000
MsgID.LOCAL_VELOCITY,1525206413.5792792,-6.2800000,-6.2600000,0.1000000
MsgID.LOCAL_POSITION,1525206413.5794320,-15.8936749,-16.2032776,-4.9851017
MsgID.LOCAL_VELOCITY,1525206413.5794320,-6.2818809,-6.2633457,0.1095456
MsgID.GLOBAL_POSITION,1525206413.8291719,-122.3976547,37.7923228,4.9820000
MsgID.LOCAL_VELOCITY,1525206413.8291719,-6.2800000,-6.2700000,0.0900000
MsgID.LOCAL_POSITION,1525206413.8293641,-17.5150242,-17.9061604,-4.9822626
MsgID.LOCAL_VELOCITY,1525206413.8293641,-6.2875109,-6.2747502,0.0964332
MsgID.GLOBAL_POSITION,1525206414.0785019,-122.3976688,37.7923105,4.9830000
MsgID.LOCAL_VELOCITY,1525206414.0785019,-6.2900000,-6.2700000,0.0800000
MsgID.LOCAL_POSITION,1525206414.0786581,-18.8841248,-19.1589718,-4.9837956
MsgID.LOCAL_VELOCITY,1525206414.0786581,-6.2907495,-6.2742081,0.0842152
MsgID.GLOBAL_POSITION,1525206414.3299048,-122.3976868,37.7922952,4.9780000
MsgID.LOCAL_VELOCITY,1525206414.3299048,-6.3000000,-6.2800000,0.0000000
MsgID.LOCAL_POSITION,1525206414.3300591,-20.5769653,-20.7592659,-4.9780478
MsgID.LOCAL_VELOCITY,1525206414.3300591,-6.3045745,-6.2835574,-0.0095278
MsgID.STATE,1525206414.5728021,True,True
MsgID.GLOBAL_HOME,1525206414.5729589,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206414.5790379,-122.3977036,37.7922800,4.9850000
MsgID.LOCAL_VELOCITY,1525206414.5790379,-6.2900000,-6.2700000,-0.0100000
MsgID.LOCAL_POSITION,1525206414.5791821,-22.2697144,-22.2566967,-4.9854255
MsgID.LOCAL_VELOCITY,1525206414.5791821,-6.2998185,-6.2798538,-0.0119221
MsgID.GLOBAL_POSITION,1525206414.8292401,-122.3977247,37.7922650,4.9740000
MsgID.LOCAL_VELOCITY,1525206414.8292401,-6.2800000,-6.2700000,0.0200000
MsgID.LOCAL_POSITION,1525206414.8293900,-23.9331226,-24.1292896,-4.9745984
MsgID.LOCAL_VELOCITY,1525206414.8293900,-6.2848358,-6.2712040,0.0257620
MsgID.GLOBAL_POSITION,1525206415.0787590,-122.3977404,37.7922535,4.9660000
MsgID.LOCAL_VELOCITY,1525206415.0787590,-6.2900000,-6.2700000,-0.0100000
MsgID.LOCAL_POSITION,1525206415.0789261,-25.2158871,-25.5222607,-4.9664898
MsgID.LOCAL_VELOCITY,1525206415.0789261,-6.2917805,-6.2794738,-0.0169654
MsgID.GLOBAL_POSITION,1525206415.3300500,-122.3977576,37.7922366,4.9660000
MsgID.LOCAL_VELOCITY,1525206415.3300500,-6.3000000,-6.2800000,-0.1000000
MsgID.LOCAL_POSITION,1525206415.3302028,-27.0902119,-27.0499077,-4.9665918
MsgID.LOCAL_VELOCITY,1525206415.3302028,-6.3051491,-6.2892375,-0.1071176
MsgID.STATE,1525206415.5737870,True,True
MsgID.GLOBAL_HOME,1525206415.5739629,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206415.5802751,-122.3977740,37.7922222,4.9730000
MsgID.LOCAL_VELOCITY,1525206415.5802751,-6.2900000,-6.2800000,-0.1000000
MsgID.LOCAL_POSITION,1525206415.5805089,-28.6870060,-28.5062771,-4.9732151
MsgID.LOCAL_VELOCITY,1525206415.5805089,-6.2984581,-6.2846231,-0.1002523
MsgID.GLOBAL_POSITION,1525206415.8292370,-122.3977948,37.7922077,4.9670000
MsgID.LOCAL_VELOCITY,1525206415.8292370,-6.2800000,-6.2700000,-0.0800000
MsgID.LOCAL_POSITION,1525206415.8293910,-30.3046856,-30.3593292,-4.9677973
MsgID.LOCAL_VELOCITY,1525206415.8293910,-6.2890224,-6.2791066,-0.0828317
MsgID.GLOBAL_POSITION,1525206416.0806882,-122.3978113,37.7921958,4.9680000
MsgID.LOCAL_VELOCITY,1525206416.0806882,-6.3000000,-6.2900000,-0.1600000
MsgID.LOCAL_POSITION,1525206416.0808439,-31.6285248,-31.8233356,-4.9684191
MsgID.LOCAL_VELOCITY,1525206416.0808439,-6.3012929,-6.2902842,-0.1601056
MsgID.GLOBAL_POSITION,1525206416.3305039,-122.3978299,37.7921815,4.9800000
MsgID.LOCAL_VELOCITY,1525206416.3305039,-6.2800000,-6.2700000,-0.0900000
MsgID.LOCAL_POSITION,1525206416.3306592,-33.2118797,-33.4834442,-4.9804435
MsgID.LOCAL_VELOCITY,1525206416.3306592,-6.2868772,-6.2722435,-0.0955888
MsgID.STATE,1525206416.5736499,True,True
MsgID.GLOBAL_HOME,1525206416.5738220,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206416.5798771,-122.3978464,37.7921672,4.9790000
MsgID.LOCAL_VELOCITY,1525206416.5798771,-6.2700000,-6.2600000,-0.0300000
MsgID.LOCAL_POSITION,1525206416.5800610,-34.7982597,-34.9455719,-4.9793677
MsgID.LOCAL_VELOCITY,1525206416.5800610,-6.2788086,-6.2606835,-0.0360266
MsgID.GLOBAL_POSITION,1525206416.8308060,-122.3978652,37.7921509,4.9840000
MsgID.LOCAL_VELOCITY,1525206416.8308060,-6.2800000,-6.2700000,-0.0300000
MsgID.LOCAL_POSITION,1525206416.8309581,-36.6087685,-36.6152153,-4.9846134
MsgID.LOCAL_VELOCITY,1525206416.8309581,-6.2867694,-6.2751646,-0.0397862
MsgID.GLOBAL_POSITION,1525206417.0797079,-122.3978818,37.7921398,4.9940000
MsgID.LOCAL_VELOCITY,1525206417.0797079,-6.2700000,-6.2600000,0.0400000
MsgID.LOCAL_POSITION,1525206417.0798621,-37.8482246,-38.0891762,-4.9944839
MsgID.LOCAL_VELOCITY,1525206417.0798621,-6.2790756,-6.2665443,0.0418914
MsgID.GLOBAL_POSITION,1525206417.3310699,-122.3979015,37.7921242,4.9940000
MsgID.LOCAL_VELOCITY,1525206417.3310699,-6.2700000,-6.2500000,0.1100000
MsgID.LOCAL_POSITION,1525206417.3312409,-39.5834579,-39.8474045,-4.9945860
MsgID.LOCAL_VELOCITY,1525206417.3312409,-6.2780852,-6.2576647,0.1198908
MsgID.STATE,1525206417.5722182,True,True
MsgID.GLOBAL_HOME,1525206417.5743680,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206417.5806620,-122.3979182,37.7921095,4.9940000
MsgID.LOCAL_VELOCITY,1525206417.5806620,-6.2800000,-6.2600000,0.1200000
MsgID.LOCAL_POSITION,1525206417.5808079,-41.2089119,-41.3317261,-4.9940739
MsgID.LOCAL_VELOCITY,1525206417.5808079,-6.2852721,-6.2644296,0.1225889
MsgID.GLOBAL_POSITION,1525206417.8296220,-122.3979361,37.7920953,5.0030000
MsgID.LOCAL_VELOCITY,1525206417.8296220,-6.2800000,-6.2600000,0.1200000
MsgID.LOCAL_POSITION,1525206417.8297729,-42.7897949,-42.9186935,-5.0030551
MsgID.LOCAL_VELOCITY,1525206417.8297729,-6.2850323,-6.2678127,0.1217161
MsgID.GLOBAL_POSITION,1525206418.0807669,-122.3979521,37.7920836,4.9950000
MsgID.LOCAL_VELOCITY,1525206418.0807669,-6.2700000,-6.2500000,0.1900000
MsgID.LOCAL_POSITION,1525206418.0810430,-44.0955620,-44.3393517,-4.9954767
MsgID.LOCAL_VELOCITY,1525206418.0810430,-6.2747598,-6.2563543,0.1968008
MsgID.GLOBAL_POSITION,1525206418.3299651,-122.3979699,37.7920684,4.9930000
MsgID.LOCAL_VELOCITY,1525206418.3299651,-6.2900000,-6.2700000,0.1200000
MsgID.LOCAL_POSITION,1525206418.3301141,-45.7851181,-45.9275436,-4.9936032
MsgID.LOCAL_VELOCITY,1525206418.3301141,-6.2904415,-6.2758017,0.1223063
MsgID.STATE,1525206418.5733361,True,True
MsgID.GLOBAL_HOME,1525206418.5734971,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206418.5796680,-122.3979863,37.7920543,4.9990000
MsgID.LOCAL_VELOCITY,1525206418.5796680,-6.2900000,-6.2800000,0.0800000
MsgID.LOCAL_POSITION,1525206418.5798299,-47.3423805,-47.3840370,-4.9990201
MsgID.LOCAL_VELOCITY,1525206418.5798299,-6.2944603,-6.2850461,0.0845393
MsgID.GLOBAL_POSITION,1525206418.8312981,-122.3980077,37.7920399,4.9970000
MsgID.LOCAL_VELOCITY,1525206418.8312981,-6.2800000,-6.2700000,0.1100000
MsgID.LOCAL_POSITION,1525206418.8314629,-48.9454689,-49.2824860,-4.9975357
MsgID.LOCAL_VELOCITY,1525206418.8314629,-6.2848926,-6.2745266,0.1163555
MsgID.GLOBAL_POSITION,1525206419.0807021,-122.3980241,37.7920256,4.9920000
MsgID.LOCAL_VELOCITY,1525206419.0807021,-6.2900000,-6.2700000,0.0900000
MsgID.LOCAL_POSITION,1525206419.0808971,-50.5391312,-50.7404633,-4.9926505
MsgID.LOCAL_VELOCITY,1525206419.0808971,-6.2921586,-6.2760277,0.0988544
MsgID.GLOBAL_POSITION,1525206419.3304090,-122.3980436,37.7920095,4.9900000
MsgID.LOCAL_VELOCITY,1525206419.3304090,-6.3000000,-6.2800000,0.0200000
MsgID.LOCAL_POSITION,1525206419.3305731,-52.3209724,-52.4762192,-4.9907799
MsgID.LOCAL_VELOCITY,1525206419.3305731,-6.3012862,-6.2841735,0.0242672
MsgID.STATE,1525206419.5739079,True,True
MsgID.GLOBAL_HOME,1525206419.5741630,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206419.5802450,-122.3980591,37.7919974,4.9950000
MsgID.LOCAL_VELOCITY,1525206419.5802450,-6.2800000,-6.2700000,0.0600000
MsgID.LOCAL_POSITION,1525206419.5804269,-53.6680794,-53.8532562,-4.9954476
MsgID.LOCAL_VELOCITY,1525206419.5804269,-6.2881474,-6.2765660,0.0675364
MsgID.GLOBAL_POSITION,1525206419.8312120,-122.3980767,37.7919825,4.9810000
MsgID.LOCAL_VELOCITY,1525206419.8312120,-6.2800000,-6.2700000,0.0700000
MsgID.LOCAL_POSITION,1525206419.8313651,-55.3220787,-55.4165840,-4.9818945
MsgID.LOCAL_VELOCITY,1525206419.8313651,-6.2850914,-6.2760715,0.0777987
MsgID.GLOBAL_POSITION,1525206420.0803690,-122.3980936,37.7919694,4.9740000
MsgID.LOCAL_VELOCITY,1525206420.0803690,-6.2900000,-6.2800000,0.0000000
MsgID.LOCAL_POSITION,1525206420.0805681,-56.7807007,-56.9156113,-4.9747105
MsgID.LOCAL_VELOCITY,1525206420.0805681,-6.2986608,-6.2861056,-0.0061248
MsgID.GLOBAL_POSITION,1525206420.3316979,-122.3981134,37.7919543,4.9730000
MsgID.LOCAL_VELOCITY,1525206420.3316979,-6.3000000,-6.2800000,-0.0700000
MsgID.LOCAL_POSITION,1525206420.3318510,-58.4549408,-58.6815071,-4.9731646
MsgID.LOCAL_VELOCITY,1525206420.3318510,-6.3071427,-6.2884107,-0.0747644
MsgID.STATE,1525206420.5732291,True,True
MsgID.GLOBAL_HOME,1525206420.5733891,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206420.5815611,-122.3981284,37.7919396,4.9740000
MsgID.LOCAL_VELOCITY,1525206420.5815611,-6.3000000,-6.2900000,-0.1400000
MsgID.LOCAL_POSITION,1525206420.5817590,-60.0872765,-60.0116920,-4.9745817
MsgID.LOCAL_VELOCITY,1525206420.5817590,-6.3089252,-6.2933149,-0.1466801
MsgID.GLOBAL_POSITION,1525206420.8311350,-122.3981476,37.7919246,4.9710000
MsgID.LOCAL_VELOCITY,1525206420.8311350,-6.3000000,-6.3000000,-0.2000000
MsgID.LOCAL_POSITION,1525206420.8312871,-61.7538567,-61.7153435,-4.9713249
MsgID.LOCAL_VELOCITY,1525206420.8312871,-6.3060346,-6.3007035,-0.2079334
MsgID.GLOBAL_POSITION,1525206421.0822599,-122.3981641,37.7919126,4.9730000
MsgID.LOCAL_VELOCITY,1525206421.0822599,-6.2900000,-6.2800000,-0.1500000
MsgID.LOCAL_POSITION,1525206421.0824699,-63.0885315,-63.1856003,-4.9730806
MsgID.LOCAL_VELOCITY,1525206421.0824699,-6.2900591,-6.2876964,-0.1559051
MsgID.GLOBAL_POSITION,1525206421.3317480,-122.3981827,37.7918968,4.9740000
MsgID.LOCAL_VELOCITY,1525206421.3317480,-6.2900000,-6.2900000,-0.2100000
MsgID.LOCAL_POSITION,1525206421.3319008,-64.8477020,-64.8361130,-4.9743195
MsgID.LOCAL_VELOCITY,1525206421.3319008,-6.2954659,-6.2907314,-0.2125455
MsgID.STATE,1525206421.5737469,True,True
MsgID.GLOBAL_HOME,1525206421.5739400,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206421.5824041,-122.3981997,37.7918833,4.9750000
MsgID.LOCAL_VELOCITY,1525206421.5824041,-6.2900000,-6.2800000,-0.1900000
MsgID.LOCAL_POSITION,1525206421.5826080,-66.3515625,-66.3492050,-4.9757891
MsgID.LOCAL_VELOCITY,1525206421.5826080,-6.2917790,-6.2865162,-0.1936975
MsgID.GLOBAL_POSITION,1525206421.8325140,-122.3982201,37.7918699,4.9820000
MsgID.LOCAL_VELOCITY,1525206421.8325140,-6.2800000,-6.2700000,-0.1300000
MsgID.LOCAL_POSITION,1525206421.8327110,-67.8357162,-68.1660843,-4.9823809
MsgID.LOCAL_VELOCITY,1525206421.8327110,-6.2834702,-6.2765913,-0.1372113
MsgID.GLOBAL_POSITION,1525206422.0813911,-122.3982356,37.7918572,4.9930000
MsgID.LOCAL_VELOCITY,1525206422.0813911,-6.2800000,-6.2600000,-0.0800000
MsgID.LOCAL_POSITION,1525206422.0816741,-69.2472534,-69.5406418,-4.9936032
MsgID.LOCAL_VELOCITY,1525206422.0816741,-6.2864914,-6.2689929,-0.0849550
MsgID.GLOBAL_POSITION,1525206422.3315721,-122.3982530,37.7918406,4.9910000
MsgID.LOCAL_VELOCITY,1525206422.3315721,-6.2700000,-6.2400000,0.0800000
MsgID.LOCAL_POSITION,1525206422.3317270,-71.0934753,-71.0920334,-4.9919610
MsgID.LOCAL_VELOCITY,1525206422.3317270,-6.2704587,-6.2435422,0.0819064
MsgID.STATE,1525206422.5729222,True,True
MsgID.GLOBAL_HOME,1525206422.5731189,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1525206422.5817542,-122.3982698,37.7918263,5.0020000
